image_paths,title,price,post_url,location
"images\listing_62_image_1.png_20240927_124155.png, images\listing_62_image_2.png_20240927_124157.png, images\listing_62_image_3.png_20240927_124159.png, images\listing_62_image_4.png_20240927_124200.png, images\listing_62_image_5.png_20240927_124202.png, images\listing_62_image_6.png_20240927_124203.png, images\listing_62_image_7.png_20240927_124205.png, images\listing_62_image_8.png_20240927_124206.png, images\listing_62_image_9.png_20240927_124208.png",house and lot for sale,PHP65,https://www.facebook.com/marketplace/item/2181592812224279/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_63_image_1.png_20240927_124214.png, images\listing_63_image_2.png_20240927_124215.png, images\listing_63_image_3.png_20240927_124217.png, images\listing_63_image_4.png_20240927_124218.png, images\listing_63_image_5.png_20240927_124220.png, images\listing_63_image_6.png_20240927_124221.png, images\listing_63_image_7.png_20240927_124223.png, images\listing_63_image_8.png_20240927_124224.png, images\listing_63_image_9.png_20240927_124226.png, images\listing_63_image_10.png_20240927_124227.png",House and lot for sale,PHP3,https://www.facebook.com/marketplace/item/1153421979108279/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_64_image_1.png_20240927_124310.png, images\listing_64_image_2.png_20240927_124313.png, images\listing_64_image_3.png_20240927_124315.png",sampaloc manila house and lot for sale,PHP26,https://www.facebook.com/marketplace/item/1039577731197830/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_65_image_1.png_20240927_124321.png, images\listing_65_image_2.png_20240927_124323.png, images\listing_65_image_3.png_20240927_124324.png, images\listing_65_image_4.png_20240927_124326.png, images\listing_65_image_5.png_20240927_124327.png, images\listing_65_image_6.png_20240927_124329.png, images\listing_65_image_7.png_20240927_124331.png, images\listing_65_image_8.png_20240927_124332.png",House & Lot for Sale,PHP13,https://www.facebook.com/marketplace/item/1231469691224043/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_66_image_1.png_20240927_124339.png, images\listing_66_image_2.png_20240927_124340.png, images\listing_66_image_3.png_20240927_124342.png, images\listing_66_image_4.png_20240927_124343.png, images\listing_66_image_5.png_20240927_124345.png, images\listing_66_image_6.png_20240927_124346.png, images\listing_66_image_7.png_20240927_124348.png, images\listing_66_image_8.png_20240927_124349.png, images\listing_66_image_9.png_20240927_124351.png, images\listing_66_image_10.png_20240927_124353.png",TownHouse For Sale,PHP123,https://www.facebook.com/marketplace/item/1532152514848238/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
images\listing_67_image_1.png_20240927_124358.png,FOR SALE House & Lot PANDANCAN MaNILA,"PHP6,000,000",https://www.facebook.com/marketplace/item/1028365498658517/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_68_image_1.png_20240927_124404.png, images\listing_68_image_2.png_20240927_124405.png, images\listing_68_image_3.png_20240927_124407.png",House and lot,"PHP7,458,000",https://www.facebook.com/marketplace/item/440912429007701/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
images\listing_69_image_1.png_20240927_124446.png,House en lot for sale..800 square meter,PHP45,https://www.facebook.com/marketplace/item/1065534128908770/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_70_image_1.png_20240927_124458.png, images\listing_70_image_2.png_20240927_124459.png, images\listing_70_image_3.png_20240927_124501.png, images\listing_70_image_4.png_20240927_124503.png, images\listing_70_image_5.png_20240927_124504.png, images\listing_70_image_6.png_20240927_124506.png, images\listing_70_image_7.png_20240927_124507.png, images\listing_70_image_8.png_20240927_124509.png",12K monthly 2-3BR LIPAT AGAD MURANG RENT TO OWN HOUSE AND LOT,"PHP8,000",https://www.facebook.com/marketplace/item/516787347973319/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_71_image_1.png_20240927_124549.png, images\listing_71_image_2.png_20240927_124551.png",House for Sale,"PHP4,000,000",https://www.facebook.com/marketplace/item/927340689429097/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_72_image_1.png_20240927_124601.png, images\listing_72_image_2.png_20240927_124602.png, images\listing_72_image_3.png_20240927_124604.png, images\listing_72_image_4.png_20240927_124605.png, images\listing_72_image_5.png_20240927_124607.png, images\listing_72_image_6.png_20240927_124608.png, images\listing_72_image_7.png_20240927_124610.png, images\listing_72_image_8.png_20240927_124611.png, images\listing_72_image_9.png_20240927_124613.png",Rent to own house and lot,"PHP11,000",https://www.facebook.com/marketplace/item/496922139609541/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
images\listing_73_image_1.png_20240927_124618.png,House&Lot for sale in Tondo,PHP85,https://www.facebook.com/marketplace/item/434025919674323/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
images\listing_74_image_1.png_20240927_124658.png,Corner House and Lot Project 4 Quezon City near C5 near Boni Serrano Ave,PHP112,https://www.facebook.com/marketplace/item/451182671277089/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_75_image_1.png_20240927_124706.png, images\listing_75_image_2.png_20240927_124708.png, images\listing_75_image_3.png_20240927_124709.png, images\listing_75_image_4.png_20240927_124711.png, images\listing_75_image_5.png_20240927_124713.png, images\listing_75_image_6.png_20240927_124714.png","RENT TO OWN HOUSE AND LOT
12K CASHOUT MOVE-IN AGAD
3 TO 4 BEDROOM
NO RESTRICTIONS
FREE SITE VIEWING","PHP12,000",https://www.facebook.com/marketplace/item/1228619008383161/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_76_image_1.png_20240927_124720.png, images\listing_76_image_2.png_20240927_124721.png, images\listing_76_image_3.png_20240927_124723.png, images\listing_76_image_4.png_20240927_124724.png, images\listing_76_image_5.png_20240927_124726.png","House & rights for sale
Own water and electric submeter",PHP17,https://www.facebook.com/marketplace/item/821383226874268/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_77_image_1.png_20240927_124732.png, images\listing_77_image_2.png_20240927_124733.png, images\listing_77_image_3.png_20240927_124735.png",House & Lot For Sale,PHP25,https://www.facebook.com/marketplace/item/847113400813801/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_78_image_1.png_20240927_124816.png, images\listing_78_image_2.png_20240927_124818.png, images\listing_78_image_3.png_20240927_124820.png, images\listing_78_image_4.png_20240927_124821.png, images\listing_78_image_5.png_20240927_124823.png, images\listing_78_image_6.png_20240927_124825.png, images\listing_78_image_7.png_20240927_124826.png, images\listing_78_image_8.png_20240927_124828.png, images\listing_78_image_9.png_20240927_124829.png, images\listing_78_image_10.png_20240927_124831.png",4BR Furnished House in Mandaluyong,PHP99,https://www.facebook.com/marketplace/item/534269272335943/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_79_image_1.png_20240927_124837.png, images\listing_79_image_2.png_20240927_124839.png, images\listing_79_image_3.png_20240927_124841.png, images\listing_79_image_4.png_20240927_124842.png, images\listing_79_image_5.png_20240927_124844.png, images\listing_79_image_6.png_20240927_124845.png","House and Lot for Sale
222sqm
4 bedrooms 
2 washroom
And garage
Titled
Tara po usap tayo",PHP5,https://www.facebook.com/marketplace/item/522958970410074/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_80_image_1.png_20240927_124852.png, images\listing_80_image_2.png_20240927_124853.png, images\listing_80_image_3.png_20240927_124855.png, images\listing_80_image_4.png_20240927_124856.png, images\listing_80_image_5.png_20240927_124858.png, images\listing_80_image_6.png_20240927_124859.png, images\listing_80_image_7.png_20240927_124901.png, images\listing_80_image_8.png_20240927_124902.png",House for RENT,PHP35,https://www.facebook.com/marketplace/item/401898949431566/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
images\listing_81_image_1.png_20240927_124908.png,House and lot,"PHP123,456",https://www.facebook.com/marketplace/item/1244181916609653/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Malabon, NCR"
images\listing_82_image_1.png_20240927_124914.png,CORNER LOT WITH OLD HOUSE IN SAMPALOC MANILA FOR SALE,PHP26,https://www.facebook.com/marketplace/item/896338215724216/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_83_image_1.png_20240927_124921.png, images\listing_83_image_2.png_20240927_124923.png",HOUSE AND LOT FOR SALE,"PHP2,500,000",https://www.facebook.com/marketplace/item/1062716502181431/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_84_image_1.png_20240927_124929.png, images\listing_84_image_2.png_20240927_124930.png, images\listing_84_image_3.png_20240927_124932.png, images\listing_84_image_4.png_20240927_124933.png, images\listing_84_image_5.png_20240927_124935.png, images\listing_84_image_6.png_20240927_124936.png, images\listing_84_image_7.png_20240927_124938.png, images\listing_84_image_8.png_20240927_124939.png, images\listing_84_image_9.png_20240927_124941.png, images\listing_84_image_10.png_20240927_124942.png",2 to 3 BEDROOM RENT TO OWN TOWNHOUSE RFO LIPAT AGAD HOUSE AND LOT KANA,"PHP8,000",https://www.facebook.com/marketplace/item/762763649173086/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_85_image_1.png_20240927_124948.png, images\listing_85_image_2.png_20240927_124950.png, images\listing_85_image_3.png_20240927_124951.png, images\listing_85_image_4.png_20240927_124953.png, images\listing_85_image_5.png_20240927_124954.png, images\listing_85_image_6.png_20240927_124956.png",House for rent/sale,"PHP12,345",https://www.facebook.com/marketplace/item/499924266197695/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_86_image_1.png_20240927_125003.png, images\listing_86_image_2.png_20240927_125005.png, images\listing_86_image_3.png_20240927_125006.png, images\listing_86_image_4.png_20240927_125008.png, images\listing_86_image_5.png_20240927_125009.png, images\listing_86_image_6.png_20240927_125011.png, images\listing_86_image_7.png_20240927_125013.png, images\listing_86_image_8.png_20240927_125014.png, images\listing_86_image_9.png_20240927_125016.png, images\listing_86_image_10.png_20240927_125017.png","FOR SALE 
House and Lot in Paco Manila near Robinson Otis / Landers

🏠‼️ READY FOR OCCUPANCY ‼️🏠",PHP52,https://www.facebook.com/marketplace/item/1440350193316156/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_87_image_1.png_20240927_125057.png, images\listing_87_image_2.png_20240927_125059.png",House for rent ₱35K TANDANG SORA QC,"PHP35,000",https://www.facebook.com/marketplace/item/3750565238515617/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_88_image_1.png_20240927_125106.png, images\listing_88_image_2.png_20240927_125107.png, images\listing_88_image_3.png_20240927_125109.png, images\listing_88_image_4.png_20240927_125110.png, images\listing_88_image_5.png_20240927_125112.png, images\listing_88_image_6.png_20240927_125113.png, images\listing_88_image_7.png_20240927_125115.png, images\listing_88_image_8.png_20240927_125117.png, images\listing_88_image_9.png_20240927_125118.png, images\listing_88_image_10.png_20240927_125120.png",House and Lot for sale with 2-door apartment,"PHP8,500,000",https://www.facebook.com/marketplace/item/1586433208582230/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_89_image_1.png_20240927_125128.png, images\listing_89_image_2.png_20240927_125129.png, images\listing_89_image_3.png_20240927_125131.png",Makati House and Lot For Sale Right In Front Of Circuit Makati Ayala Mall Entrance,PHP70,https://www.facebook.com/marketplace/item/797976932245731/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_90_image_1.png_20240927_125137.png, images\listing_90_image_3.png_20240927_125140.png, images\listing_90_image_4.png_20240927_125142.png, images\listing_90_image_5.png_20240927_125144.png, images\listing_90_image_6.png_20240927_125145.png, images\listing_90_image_7.png_20240927_125147.png, images\listing_90_image_8.png_20240927_125148.png, images\listing_90_image_9.png_20240927_125150.png",Soluna Executive Village house and lot for sale molino cavite,"PHP1,250,000",https://www.facebook.com/marketplace/item/495723823441117/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_91_image_1.png_20240927_125157.png, images\listing_91_image_2.png_20240927_125159.png, images\listing_91_image_3.png_20240927_125201.png, images\listing_91_image_4.png_20240927_125202.png","House for Rent in Quirino 2B, Quezon City","PHP16,000",https://www.facebook.com/marketplace/item/1048962993608372/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
"images\listing_92_image_1.png_20240927_125210.png, images\listing_92_image_2.png_20240927_125212.png, images\listing_92_image_3.png_20240927_125213.png, images\listing_92_image_4.png_20240927_125215.png, images\listing_92_image_5.png_20240927_125217.png, images\listing_92_image_6.png_20240927_125218.png, images\listing_92_image_7.png_20240927_125220.png, images\listing_92_image_8.png_20240927_125221.png, images\listing_92_image_9.png_20240927_125223.png, images\listing_92_image_10.png_20240927_125225.png",NEWLY RENOVATED HOUSE FOR SALE IN BF HOMES PARANAQUE,"PHP7,800,000",https://www.facebook.com/marketplace/item/359703143776041/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_93_image_1.png_20240927_125230.png, images\listing_93_image_2.png_20240927_125232.png",Transient house,PHP300,https://www.facebook.com/marketplace/item/844240407811674/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Pasay City, NCR"
"images\listing_94_image_1.png_20240927_125238.png, images\listing_94_image_2.png_20240927_125240.png, images\listing_94_image_3.png_20240927_125242.png, images\listing_94_image_4.png_20240927_125243.png, images\listing_94_image_5.png_20240927_125244.png, images\listing_94_image_6.png_20240927_125246.png, images\listing_94_image_7.png_20240927_125247.png, images\listing_94_image_8.png_20240927_125249.png, images\listing_94_image_9.png_20240927_125251.png, images\listing_94_image_10.png_20240927_125252.png",House For RENT / SALE  in Sunvalley Golf Course ⛳️,PHP22,https://www.facebook.com/marketplace/item/26226457270335219/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Mandaluyong, NCR"
"images\listing_95_image_1.png_20240927_125301.png, images\listing_95_image_2.png_20240927_125302.png, images\listing_95_image_3.png_20240927_125304.png, images\listing_95_image_4.png_20240927_125305.png, images\listing_95_image_5.png_20240927_125307.png, images\listing_95_image_6.png_20240927_125309.png, images\listing_95_image_7.png_20240927_125310.png",House for Rent,"PHP12,000",https://www.facebook.com/marketplace/item/449205317508896/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Manila, NCR"
"images\listing_96_image_1.png_20240927_125318.png, images\listing_96_image_2.png_20240927_125319.png, images\listing_96_image_3.png_20240927_125321.png, images\listing_96_image_4.png_20240927_125322.png",House for sanla tira,PHP350,https://www.facebook.com/marketplace/item/1082626399873369/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Malabon, NCR"
"images\listing_97_image_1.png_20240927_125328.png, images\listing_97_image_2.png_20240927_125330.png",1 Bed 1 Bath House,"PHP22,000",https://www.facebook.com/marketplace/item/2000179213746444/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Makati, NCR"
"images\listing_99_image_1.png_20240927_125540.png, images\listing_99_image_2.png_20240927_125544.png, images\listing_99_image_3.png_20240927_125545.png, images\listing_99_image_4.png_20240927_125547.png, images\listing_99_image_5.png_20240927_125548.png, images\listing_99_image_6.png_20240927_125550.png, images\listing_99_image_7.png_20240927_125552.png, images\listing_99_image_8.png_20240927_125553.png, images\listing_99_image_9.png_20240927_125555.png, images\listing_99_image_10.png_20240927_125556.png",120 sqm. Corner House and Lot for Sale Brgy. Masagana Quezon City,"PHP11,222",https://www.facebook.com/marketplace/item/856687029777346/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A54e04ce6-d190-42eb-807e-ae15be8c2d32&__tn__=!%3AD,"Quezon City, NCR"
